stamp,mean_abs_err_cm,var_abs_err_cm2,count,density,conf_mean,conf_var
1757175845.666,40.875426,3240.101039,38400,1.000000,0.825090,0.002099
1757175845.666,40.875426,3240.101039,38400,1.000000,0.825090,0.002099
1757175845.766,40.542260,3128.075600,38400,1.000000,0.828124,0.002461
1757175845.866,37.900689,2855.850160,38400,1.000000,0.823785,0.002537
1757175845.966,34.462574,2196.477205,38400,1.000000,0.823219,0.002301
1757175846.066,41.864061,3407.747746,38400,1.000000,0.824646,0.002251
1757175846.166,43.383998,4101.204872,38400,1.000000,0.821685,0.002202
1757175846.266,41.772869,3639.982343,38400,1.000000,0.816468,0.002243
1757175846.366,55.715507,5939.033031,38400,1.000000,0.825788,0.002122
1757175846.466,38.682944,2561.888993,38400,1.000000,0.824799,0.002212
1757175846.566,43.142104,3894.499540,38400,1.000000,0.822066,0.002341
1757175846.666,78.194511,19179.477692,38400,1.000000,0.824231,0.002179
1757175846.766,54.227620,7179.521918,38400,1.000000,0.823077,0.002583
1757175846.866,41.937277,4005.946815,38400,1.000000,0.819640,0.002419
1757175846.966,61.510658,10559.272766,38400,1.000000,0.821487,0.002628
1757175847.066,44.903091,4567.252100,38400,1.000000,0.821317,0.002955
1757175847.166,62.704319,11330.382824,38400,1.000000,0.825245,0.002393
1757175847.266,52.719396,6685.902476,38400,1.000000,0.824646,0.002413
1757175847.366,47.629416,6507.220268,38400,1.000000,0.822037,0.002546
1757175847.466,44.954085,4157.471657,38400,1.000000,0.822594,0.002875
1757175847.566,48.048791,4776.055813,38400,1.000000,0.824792,0.002623
1757175847.666,44.377863,3799.934983,38400,1.000000,0.825823,0.002190
1757175847.766,42.316315,3512.627780,38400,1.000000,0.820202,0.002621
1757175847.866,41.420898,3491.056561,38400,1.000000,0.831350,0.002036
1757175847.966,43.080255,3903.863430,38400,1.000000,0.831625,0.002052
1757175848.066,88.452595,22951.583862,38400,1.000000,0.827603,0.002308
1757175848.166,53.810608,9636.675119,38400,1.000000,0.821775,0.002798
1757175848.266,48.850870,6779.329181,38400,1.000000,0.823861,0.002880
1757175848.366,48.863316,5287.334919,38400,1.000000,0.826565,0.002906
1757175848.466,43.460816,3940.449655,38400,1.000000,0.821333,0.002441
1757175848.566,41.470364,3732.580543,38400,1.000000,0.823250,0.002665
1757175848.666,37.147474,2667.108178,38400,1.000000,0.819476,0.002751
1757175848.766,39.605412,2894.088924,38400,1.000000,0.818595,0.002868
1757175848.866,88.033068,23480.267525,38400,1.000000,0.821767,0.002055
1757175848.966,40.472394,3640.548587,38400,1.000000,0.818794,0.003089
1757175849.066,41.563848,3782.576919,38400,1.000000,0.820507,0.002907
1757175849.166,51.222736,6940.669417,38400,1.000000,0.823037,0.003452
1757175849.266,47.070894,6000.826955,38400,1.000000,0.823270,0.002990
1757175849.366,54.544789,7455.357313,38400,1.000000,0.818458,0.003432
1757175849.466,66.468853,8476.727009,38400,1.000000,0.824011,0.002344
