stamp,mean_abs_err_cm,var_abs_err_cm2,count,density,conf_mean,conf_var
1757175712.641,33.335692,2432.558984,38400,1.000000,0.825629,0.002491
1757175712.641,33.335692,2432.558984,38400,1.000000,0.825629,0.002491
1757175712.741,38.000706,3047.906160,38400,1.000000,0.831773,0.002452
1757175712.841,38.251612,3097.958863,38400,1.000000,0.825456,0.002515
1757175712.941,39.696938,2928.557098,38400,1.000000,0.822985,0.002281
1757175713.041,42.111856,3838.071227,38400,1.000000,0.821789,0.001989
1757175713.141,41.599312,3916.392326,38400,1.000000,0.819690,0.002106
1757175713.241,37.767646,2794.370949,38400,1.000000,0.814039,0.002377
1757175713.341,42.395777,4022.224545,38400,1.000000,0.824820,0.001808
1757175713.441,37.147680,2707.366049,38400,1.000000,0.823086,0.002096
1757175713.541,42.270240,3836.645186,38400,1.000000,0.824640,0.002035
1757175713.641,41.396853,3696.567416,38400,1.000000,0.821536,0.001697
1757175713.741,39.754647,3265.362978,38400,1.000000,0.821562,0.001981
1757175713.841,40.816584,3269.319832,38400,1.000000,0.818696,0.002230
1757175713.941,39.050725,2709.479630,38400,1.000000,0.820063,0.002299
1757175714.041,45.543188,4249.328673,38400,1.000000,0.817470,0.002804
1757175714.141,41.133004,2920.726836,38400,1.000000,0.825722,0.001946
1757175714.241,49.979675,5557.765961,38400,1.000000,0.821835,0.002300
1757175714.341,41.736975,3621.754944,38400,1.000000,0.818737,0.002702
1757175714.441,47.897816,5180.631280,38400,1.000000,0.818993,0.002604
1757175714.541,48.688221,5609.222054,38400,1.000000,0.822381,0.002355
1757175714.641,45.724076,4738.990366,38400,1.000000,0.818435,0.002179
1757175714.741,43.087724,3589.342535,38400,1.000000,0.817142,0.002707
1757175714.841,42.834243,3748.211563,38400,1.000000,0.825280,0.002334
1757175714.941,45.608306,5050.430298,38400,1.000000,0.827517,0.001814
1757175715.041,46.647400,4621.669054,38400,1.000000,0.824686,0.002408
1757175715.141,43.956158,4248.766601,38400,1.000000,0.819027,0.002561
1757175715.241,48.526916,6525.358558,38400,1.000000,0.819508,0.002642
1757175715.341,42.944357,3849.888742,38400,1.000000,0.825336,0.002088
1757175715.441,41.514933,3528.408110,38400,1.000000,0.813716,0.002648
1757175715.541,44.758281,4443.209469,38400,1.000000,0.819639,0.002501
1757175715.641,40.346402,3324.302435,38400,1.000000,0.820505,0.002585
1757175715.741,40.530834,3072.082102,38400,1.000000,0.819457,0.002706
1757175715.841,42.702591,3327.798545,38400,1.000000,0.821172,0.001959
1757175715.941,42.252705,3815.006912,38400,1.000000,0.821636,0.002135
1757175716.041,45.881501,5538.467169,38400,1.000000,0.821046,0.002699
1757175716.141,47.946793,6166.555285,38400,1.000000,0.825853,0.002061
1757175716.241,46.034858,4787.586033,38400,1.000000,0.824094,0.001480
1757175716.341,47.278610,4843.789041,38400,1.000000,0.822051,0.002121
1757175716.441,61.805254,6855.834126,38400,1.000000,0.824152,0.002180
1757175716.541,70.680994,9528.822899,38400,1.000000,0.825068,0.001907
1757175716.641,75.440198,10683.435202,38400,1.000000,0.817913,0.002363
1757175716.741,44.984350,4726.277292,38400,1.000000,0.822136,0.002347
1757175716.841,46.670395,5345.900059,38400,1.000000,0.821467,0.002521
1757175716.941,42.967010,4003.841281,38400,1.000000,0.824680,0.002298
1757175717.041,44.657740,4648.207724,38400,1.000000,0.821779,0.001998
1757175717.141,44.205654,4341.385365,38400,1.000000,0.819830,0.002218
1757175717.241,41.724288,3626.607358,38400,1.000000,0.829948,0.002099
1757175717.341,44.910303,5250.022411,38400,1.000000,0.823469,0.002182
1757175717.441,54.440278,6985.482574,38400,1.000000,0.825343,0.002130
1757175717.541,42.261735,4006.891549,38400,1.000000,0.820719,0.002571
1757175717.641,47.663569,5779.592991,38400,1.000000,0.821670,0.002254
1757175712.641,33.335692,2432.558984,38400,1.000000,0.825629,0.002491
1757175712.741,38.000706,3047.906160,38400,1.000000,0.831773,0.002452
1757175712.841,38.251612,3097.958863,38400,1.000000,0.825456,0.002515
1757175712.941,39.696938,2928.557098,38400,1.000000,0.822985,0.002281
1757175713.041,42.111856,3838.071227,38400,1.000000,0.821789,0.001989
1757175713.141,41.599312,3916.392326,38400,1.000000,0.819690,0.002106
1757175713.241,37.767646,2794.370949,38400,1.000000,0.814039,0.002377
1757175713.341,42.395777,4022.224545,38400,1.000000,0.824820,0.001808
1757175713.441,37.147680,2707.366049,38400,1.000000,0.823086,0.002096
1757175713.541,42.270240,3836.645186,38400,1.000000,0.824640,0.002035
1757175713.641,41.396853,3696.567416,38400,1.000000,0.821536,0.001697
1757175713.741,39.754647,3265.362978,38400,1.000000,0.821562,0.001981
1757175713.841,40.816584,3269.319832,38400,1.000000,0.818696,0.002230
1757175713.941,39.050725,2709.479630,38400,1.000000,0.820063,0.002299
1757175714.041,45.543188,4249.328673,38400,1.000000,0.817470,0.002804
1757175714.141,41.133004,2920.726836,38400,1.000000,0.825722,0.001946
1757175714.241,49.979675,5557.765961,38400,1.000000,0.821835,0.002300
1757175714.341,41.736975,3621.754944,38400,1.000000,0.818737,0.002702
1757175714.441,47.897816,5180.631280,38400,1.000000,0.818993,0.002604
1757175714.541,48.688221,5609.222054,38400,1.000000,0.822381,0.002355
1757175714.641,45.724076,4738.990366,38400,1.000000,0.818435,0.002179
1757175714.741,43.087724,3589.342535,38400,1.000000,0.817142,0.002707
1757175714.841,42.834243,3748.211563,38400,1.000000,0.825280,0.002334
1757175714.941,45.608306,5050.430298,38400,1.000000,0.827517,0.001814
1757175715.041,46.647400,4621.669054,38400,1.000000,0.824686,0.002408
1757175715.141,43.956158,4248.766601,38400,1.000000,0.819027,0.002561
1757175715.241,48.526916,6525.358558,38400,1.000000,0.819508,0.002642
1757175715.341,42.944357,3849.888742,38400,1.000000,0.825336,0.002088
1757175715.441,41.514933,3528.408110,38400,1.000000,0.813716,0.002648
1757175715.541,44.758281,4443.209469,38400,1.000000,0.819639,0.002501
1757175715.641,40.346402,3324.302435,38400,1.000000,0.820505,0.002585
1757175715.741,40.530834,3072.082102,38400,1.000000,0.819457,0.002706
1757175715.841,42.702591,3327.798545,38400,1.000000,0.821172,0.001959
1757175715.941,42.252705,3815.006912,38400,1.000000,0.821636,0.002135
1757175716.041,45.881501,5538.467169,38400,1.000000,0.821046,0.002699
1757175716.141,47.946793,6166.555285,38400,1.000000,0.825853,0.002061
1757175716.241,46.034858,4787.586033,38400,1.000000,0.824094,0.001480
1757175716.341,47.278610,4843.789041,38400,1.000000,0.822051,0.002121
1757175716.441,61.805254,6855.834126,38400,1.000000,0.824152,0.002180
1757175716.541,70.680994,9528.822899,38400,1.000000,0.825068,0.001907
1757175716.641,75.440198,10683.435202,38400,1.000000,0.817913,0.002363
1757175716.741,44.984350,4726.277292,38400,1.000000,0.822136,0.002347
1757175716.841,46.670395,5345.900059,38400,1.000000,0.821467,0.002521
1757175716.941,42.967010,4003.841281,38400,1.000000,0.824680,0.002298
1757175717.041,44.657740,4648.207724,38400,1.000000,0.821779,0.001998
1757175717.141,44.205654,4341.385365,38400,1.000000,0.819830,0.002218
1757175717.241,41.724288,3626.607358,38400,1.000000,0.829948,0.002099
1757175717.341,44.910303,5250.022411,38400,1.000000,0.823469,0.002182
1757175717.441,54.440278,6985.482574,38400,1.000000,0.825343,0.002130
1757175717.541,42.261735,4006.891549,38400,1.000000,0.820719,0.002571
1757175717.641,47.663569,5779.592991,38400,1.000000,0.821670,0.002254
1757175717.741,57.301474,7533.482313,38400,1.000000,0.824770,0.002351
1757175717.841,46.089488,5277.972817,38400,1.000000,0.820072,0.002491
1757175717.941,52.397066,6187.895536,38400,1.000000,0.824183,0.002437
1757175718.041,43.250921,4272.746742,38400,1.000000,0.821854,0.002150
1757175718.141,50.328964,5915.069580,38400,1.000000,0.819925,0.002712
1757175718.241,49.498633,6007.199883,38400,1.000000,0.815983,0.002832
1757175718.341,46.007040,5118.097067,38400,1.000000,0.815384,0.002795
1757175718.441,47.801772,5871.914625,38400,1.000000,0.818001,0.002724
1757175718.541,44.846928,5852.441192,38400,1.000000,0.817197,0.002943
